total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon
33090.90909,5,10.15,596.99,1,3,4,0,0,1,536,0,32,21,20.01818182,0,765.0,828.75,14,0,0.0,10875.69231,24.0,0,0,9,0,7.0,0.0,8.0,20.0,8.0,1,6421,0.0
12218.18182,5,17.091,290.48,3,3,0,8,0,2,554,0,377,11,32.3,1,741.8181818,865.4545455,21,1,0.0,15262.0,34.4,0,0,7,0,11.0,0.0,15.0,20.0,11.0,0,0,0.0
24545.45455,3,13.67,1020.53,2,2,8,3,2,2,555,0,324,10,29.98909091,0,758.1818182,821.3636364,16,1,1.0,15337.0,47.6,0,0,7,0,9.0,0.0,7.0,15.0,4.0,3,385,115.5
3272.727273,3,9.16,95.63,1,1,9,2,1,1,557,4,455,13,20.67272727,0,680.0,850.0,18,1,1.0,6136.307692,35.86153846,1,0,7,4,4.0,0.0,22.0,12.0,7.0,2,201,40.2
8000.0,3,12.089,261.88,1,1,12,10,0,1,537,0,361,8,34.92,0,540.0,675.0,10,1,1.0,13715.07692,39.04615385,1,0,9,0,6.0,0.0,7.0,16.0,10.0,0,0,0.0
16711.36364,5,15.048,471.88,2,3,13,8,0,2,523,2,471,42,28.34545455,0,564.5454545,658.6363636,15,1,1.0,16382.15385,59.2,1,0,5,35025,8.0,0.0,13.0,17.0,7.0,0,0,0.0
20454.54545,3,8.789,783.3,0,1,5,10,1,0,562,0,107,30,22.57363636,0,785.4545455,916.3636364,11,0,0.0,16076.30769,41.1,1,0,4,0,2.0,0.0,7.0,13.0,7.0,0,0,0.0
17272.72727,3,10.087,605.7,1,1,10,5,1,1,545,4,48,10,20.82545455,1,660.0,715.0,8,0,0.0,17495.69231,67.30769231,1,0,7,4,5.0,0.0,3.0,7.0,5.0,2,4667,933.4
11781.81818,3,12.99,363.85,2,3,7,3,1,0,534,0,0,0,23.24,0,665.0,831.25,15,0,0.0,21628.0,73.66153846,0,0,5,0,9.0,0.0,18.0,18.0,12.0,1,2873,574.6
6600.0,3,10.989,212.94,1,3,4,8,0,1,550,4,335,8,8.304545455,0,618.1818182,772.7272727,16,0,0.0,11380.92308,64.15384615,0,0,12,4,5.0,0.0,10.0,7.0,4.0,2,2668,800.4
9090.909091,3,11.53,329.91,1,4,6,0,1,1,548,4,185,3,9.73,1,544.0909091,680.1136364,8,0,0.0,9605.769231,50.8,1,0,10,4,2.0,0.0,12.0,8.0,6.0,3,3918,1175.4
9600.0,3,12.99,323.42,1,3,8,5,0,0,525,0,540,13,7.314545455,0,680.0,850.0,15,0,0.0,5925.230769,64.61538462,1,0,9,28,4.0,0.0,16.0,4.0,3.0,0,0,0.0
4363.636364,3,9.891,130.94,1,5,5,10,0,1,547,0,89,3,8.318181818,0,556.3636364,695.4545455,7,1,0.0,14274.0,72.15384615,0,0,8,0,2.0,0.0,4.0,7.0,5.0,3,1158,0.0
13090.90909,5,17.919,391.56,2,3,4,10,1,2,520,0,267,27,29.86,0,572.7272727,715.9090909,8,1,1.0,4050.461538,52.73076923,1,0,9,628,4.0,0.0,7.0,8.0,6.0,0,0,0.0
38181.81818,5,19.327,880.61,3,1,10,10,0,2,530,0,762,7,7.872727273,0,722.7272727,903.4090909,13,0,0.0,226209.8462,24.23076923,0,0,1,0,4.0,0.0,2.0,19.0,12.0,0,0,0.0
6545.454545,3,13.189,199.26,2,3,10,6,1,0,552,0,241,7,25.20909091,0,564.5454545,658.6363636,7,1,1.0,4284.230769,36.46153846,0,0,11,2,4.0,0.0,5.0,7.0,3.0,0,693,0.0
16363.63636,3,7.362,471.3,1,5,1,2,0,0,543,0,158,9,16.81,0,552.2727273,690.3409091,6,0,0.0,12784.0,91.21538462,0,0,7,0,3.0,0.0,9.0,18.0,6.0,3,5285,528.5
12272.72727,3,11.691,505.34,1,3,9,10,0,1,532,4,516,9,22.71272727,0,556.3636364,649.0909091,9,1,0.0,17357.84615,77.10769231,0,0,6,4,4.0,0.0,3.0,11.0,10.0,0,0,0.0
6545.454545,3,7.97,187.94,0,3,9,10,0,0,574,4,404,22,8.97,1,710.0,887.5,13,0,0.0,5683.0,39.2,0,0,9,4,5.0,0.0,5.0,46.0,29.0,0,484,0.0
23636.36364,5,17.38,484.24,2,3,13,7,0,2,521,0,555,37,19.27272727,0,769.0909091,961.3636364,8,0,0.0,18968.92308,72.15384615,1,0,3,28,5.0,0.0,3.0,18.0,15.0,4,7568,2270.4
30159.09091,5,15.037,766.27,2,3,2,5,1,2,550,0,52,19,32.62,0,780.0,910.0,18,1,0.0,26840.15385,48.36923077,0,0,12,0,7.0,0.0,20.0,24.0,18.0,3,4900,980.0
14545.45455,5,17.171,385.79,3,1,6,10,0,2,534,0,507,19,18.96545455,0,576.8181818,721.0227273,14,0,0.0,24920.76923,81.8,0,0,8,0,10.0,0.0,10.0,19.0,10.0,0,0,0.0
22000.0,3,13.779,765.99,2,2,3,10,2,1,520,0,512,21,19.86,0,774.5454545,839.0909091,9,0,0.0,12427.69231,69.34615385,1,0,4,0,4.0,0.0,9.0,7.0,4.0,0,9133,1826.6
9409.090909,3,7.371,361.38,0,3,13,10,0,1,538,0,373,13,13.26363636,0,763.6363636,827.2727273,13,0,0.0,8790.0,60.09230769,0,0,7,0,8.0,0.0,6.0,13.0,3.0,3,4831,483.1
19840.90909,3,12.18,807.53,1,2,7,10,2,0,478,2,106,12,11.22545455,0,856.3636364,927.7272727,4,0,0.0,1026.0,15.61538462,1,0,1,664,4.0,0.0,4.0,9.0,5.0,0,0,0.0
22909.09091,3,13.869,976.27,3,0,12,10,1,1,551,0,108,21,10.81090909,0,548.1818182,685.2272727,11,1,1.0,18845.07692,49.10769231,1,0,8,0,7.0,0.0,5.0,23.0,13.0,0,0,0.0
10754.54545,3,16.115,313.9,2,5,3,10,0,1,543,0,286,16,27.94909091,1,618.1818182,772.7272727,9,3,0.0,2940.923077,62.58461538,1,0,9,0,4.0,0.0,10.0,5.0,4.0,3,3309,661.8
7090.909091,3,13.189,199.26,1,3,10,1,0,2,530,4,503,8,8.0,0,690.0,862.5,5,1,1.0,5259.692308,64.61538462,1,0,8,4,2.0,0.0,3.0,5.0,3.0,3,1403,420.9
26181.81818,5,16.641,615.86,4,1,0,10,1,2,551,0,111,8,36.39272727,2,564.5454545,705.6818182,9,0,0.0,10095.0,43.7,0,0,8,0,5.0,0.0,15.0,8.0,3.0,0,0,0.0
2250.0,3,8.99,71.54,1,3,0,10,0,2,560,0,104,23,15.40363636,6,597.2727273,746.5909091,20,0,0.0,2494.153846,7.0,1,0,3,2,4.0,0.0,6.0,27.0,10.0,0,0,0.0
15127.27273,5,18.351,341.91,3,1,0,10,1,2,582,0,466,36,25.23,0,556.3636364,695.4545455,14,0,0.0,17015.38462,42.96923077,0,0,12,0,6.0,0.0,10.0,10.0,9.0,4,716,71.6
4545.454545,3,12.639,164.86,1,3,9,5,1,2,550,0,73,23,9.690909091,0,540.0,630.0,6,0,0.0,4598.461538,71.63076923,0,0,10,0,5.0,0.0,0.0,8.0,4.0,0,0,0.0
34909.09091,3,13.959,1073.44,2,3,3,10,0,2,543,0,91,7,11.95636364,0,700.0,816.6666667,7,0,0.0,35625.69231,49.10769231,1,0,8,0,3.0,0.0,8.0,9.0,5.0,2,3062,306.2
35000.0,5,14.663,802.29,2,3,0,10,1,2,541,4,377,11,28.05,0,618.1818182,772.7272727,5,0,0.0,66337.38462,78.5,0,0,5,4,3.0,0.0,6.0,8.0,8.0,0,14799,4439.7
2000.0,3,11.466,67.14,2,3,8,0,0,1,561,5,275,8,5.138181818,0,736.3636364,797.7272727,4,0,0.0,9278.769231,99.46153846,1,0,7,6,2.0,0.0,5.0,6.0,4.0,2,998,199.6
9090.909091,3,9.17,318.79,1,1,2,5,0,0,546,8,290,18,2.73,0,645.4545455,753.030303,5,1,1.0,3081.230769,21.53846154,1,0,9,9,5.0,0.0,0.0,8.0,4.0,3,4893,0.0
2045.454545,3,9.441,81.25,1,0,13,5,1,0,563,0,52,19,9.31,0,685.0,856.25,4,1,0.0,870.0,30.92307692,0,0,7,0,3.0,0.0,4.0,3.0,2.0,0,984,0.0
18909.09091,3,21.45,606.51,3,1,3,10,2,0,574,0,167,8,23.6,0,725.4545455,906.8181818,8,0,0.0,154521.2308,101.8846154,0,0,9,0,7.0,0.0,3.0,14.0,6.0,2,4083,0.0
16363.63636,5,19.19,468.82,4,0,1,10,0,2,547,0,355,18,16.49454545,0,685.0,742.0833333,29,1,1.0,12032.30769,41.53846154,0,0,8,0,17.0,0.0,17.0,24.0,13.0,0,0,0.0
22956.81818,5,15.8,470.32,2,2,6,5,1,2,520,0,167,8,33.96,0,780.0,975.0,7,0,0.0,13251.69231,88.15384615,0,0,11,0,4.0,0.0,7.0,9.0,6.0,0,0,0.0
5522.727273,3,18.997,217.41,2,3,2,5,1,0,516,0,335,8,14.4,0,680.0,793.3333333,7,1,1.0,7500.769231,78.3,0,0,10,49434,5.0,0.0,3.0,8.0,1.0,0,0,0.0
23636.36364,3,7.21,619.47,0,3,9,10,1,0,585,0,157,8,12.17,0,609.5454545,660.3409091,17,1,1.0,11642.30769,18.11538462,0,0,11,0,8.0,0.0,3.0,24.0,16.0,0,0,0.0
12000.0,5,13.99,279.16,2,3,4,10,0,0,553,4,328,3,24.26363636,0,613.6363636,664.7727273,16,1,1.0,8524.615385,53.09230769,0,0,1,4,8.0,0.0,4.0,14.0,3.0,0,0,0.0
13827.27273,3,14.49,581.64,2,0,12,10,1,1,538,4,496,27,20.07272727,0,752.7272727,878.1818182,7,0,0.0,12028.61538,61.06153846,0,0,2,4,3.0,0.0,4.0,9.0,6.0,1,4661,0.0
17454.54545,5,13.779,383.25,2,3,3,10,1,2,516,4,499,13,12.87272727,0,710.0,887.5,11,0,0.0,30560.30769,52.43076923,1,0,7,28023,5.0,0.0,6.0,25.0,14.0,0,1591,477.3
7272.727273,3,13.33,270.83,2,2,0,1,1,1,546,5,676,0,29.46,1,790.9090909,856.8181818,16,0,0.0,1521.923077,7.615384615,0,0,8,6,3.0,0.0,18.0,12.0,6.0,3,1801,360.2
8000.0,3,6.99,246.99,0,3,0,0,1,1,563,4,273,8,9.572727273,0,735.0,796.25,13,1,0.0,10892.0,25.01538462,1,0,7,4,7.0,0.0,14.0,15.0,10.0,0,0,0.0
4000.0,3,12.617,131.85,1,3,4,10,0,0,555,0,149,22,2.247272727,1,600.0,750.0,5,1,1.0,636.0,8.030769231,0,0,5,0,1.0,0.0,0.0,20.0,15.0,2,1900,190.0
18909.09091,3,8.239,497.63,0,3,7,10,1,2,564,8,25,13,10.74,1,601.3636364,751.7045455,20,0,0.0,7517.0,13.66153846,0,0,11,9,8.0,0.0,1.0,31.0,15.0,2,3355,0.0
7272.727273,3,10.296,263.58,1,3,0,10,0,0,565,0,240,21,7.418181818,0,801.8181818,935.4545455,4,0,0.0,7269.230769,105.6923077,1,0,5,0,2.0,0.0,2.0,3.0,3.0,0,0,0.0
12727.27273,3,17.622,492.34,2,3,0,9,0,1,574,0,214,41,31.72909091,0,544.0909091,634.7727273,21,1,1.0,14202.0,56.65384615,0,1,2,0,9.0,0.0,18.0,18.0,5.0,3,3599,0.0
5000.0,3,20.889,183.26,3,3,11,7,2,2,559,5,494,19,9.872727273,1,680.0,736.6666667,7,1,1.0,1177.846154,14.7,0,0,7,6,2.0,0.0,4.0,3.0,1.0,0,158,0.0
17345.45455,5,14.661,518.82,2,2,0,8,1,2,515,0,384,8,19.58181818,0,631.8181818,684.469697,8,0,0.0,16686.0,61.92307692,1,0,4,50045,4.0,0.0,7.0,7.0,3.0,3,7425,2227.5
19706.81818,3,7.551,525.54,0,0,4,10,0,1,537,0,107,30,26.07,0,700.0,816.6666667,33,3,0.0,19167.0,26.8,0,0,12,0,17.0,0.0,6.0,40.0,19.0,0,0,0.0
4500.0,3,14.08,153.98,2,3,11,10,1,2,576,4,62,13,10.33636364,0,670.0,725.8333333,6,1,1.0,4596.923077,64.07692308,0,0,12,4,6.0,0.0,0.0,7.0,4.0,0,0,0.0
18275.0,3,17.99,660.6,3,0,7,2,1,1,566,0,246,36,13.66363636,1,720.0,840.0,16,0,0.0,7730.0,38.76923077,0,0,10,0,7.0,0.0,4.0,16.0,10.0,3,6117,1835.1
17454.54545,5,14.47,376.21,2,3,6,10,0,1,528,0,5,4,13.63636364,0,618.1818182,772.7272727,11,0,0.0,38175.84615,67.7,1,0,12,0,7.0,0.0,6.0,16.0,9.0,0,0,0.0
6545.454545,3,8.01,190.52,0,3,11,4,0,0,531,2,576,23,26.83636364,2,640.9090909,801.1363636,9,0,0.0,43793.0,88.61538462,0,0,10,5,4.0,0.0,26.0,16.0,6.0,0,0,0.0
7272.727273,3,7.9,250.33,0,1,11,10,2,1,509,0,787,14,14.44909091,1,785.4545455,916.3636364,5,0,0.0,521.5384615,3.346153846,1,0,1,57970,4.0,0.0,4.0,9.0,5.0,3,3248,974.4
16000.0,3,11.691,539.03,2,1,3,2,0,2,540,4,296,5,14.22818182,0,560.4545455,607.1590909,10,0,0.0,19368.46154,97.0,0,0,12,4,7.0,0.0,7.0,13.0,13.0,0,0,0.0
7175.0,3,17.568,264.9,4,1,8,2,2,1,537,0,834,42,26.11818182,0,720.0,900.0,7,0,0.0,8728.0,30.58461538,0,0,10,0,4.0,0.0,2.0,10.0,6.0,1,2113,422.6
4090.909091,3,10.791,166.05,1,3,11,3,0,1,572,10,247,32,14.44363636,1,747.2727273,809.5454545,12,0,0.0,27644.0,81.80769231,0,0,8,11,6.0,0.0,4.0,9.0,8.0,0,1840,184.0
7000.0,3,10.989,225.84,1,3,9,5,2,0,543,3,53,19,11.04,0,769.0909091,961.3636364,8,0,0.0,3645.0,56.07692308,0,0,8,3,4.0,0.0,6.0,6.0,4.0,3,1622,162.2
10363.63636,3,8.888,298.05,0,1,10,6,2,1,581,0,628,24,14.94818182,0,755.0,880.8333333,10,0,0.0,9894.769231,25.2,0,0,5,0,4.0,0.0,22.0,18.0,10.0,0,0,0.0
3927.272727,3,13.545,166.52,2,4,11,8,2,1,571,0,432,10,13.90909091,0,604.5454545,755.6818182,17,0,0.0,13264.61538,66.66153846,0,0,5,0,11.0,0.0,8.0,19.0,7.0,0,0,0.0
16363.63636,5,12.089,391.28,1,3,9,4,2,1,535,0,340,14,17.61818182,0,585.0,682.5,13,0,0.0,12529.84615,44.12307692,0,0,3,0,5.0,0.0,17.0,17.0,8.0,5,4065,0.0
28636.36364,5,12.837,772.74,1,5,13,0,0,2,537,0,622,7,13.21818182,0,685.0,799.1666667,10,0,0.0,39046.0,84.5,0,0,8,0,4.0,0.0,8.0,17.0,8.0,1,3826,0.0
7090.909091,3,9.891,196.41,1,3,12,10,0,2,549,0,189,9,17.90909091,1,725.4545455,906.8181818,11,1,0.0,5538.461538,67.6,0,0,10,0,5.0,0.0,25.0,8.0,5.0,3,1560,0.0
14181.81818,5,13.869,288.07,3,2,6,1,0,1,550,0,185,3,26.75454545,0,576.8181818,672.9545455,10,1,1.0,4434.0,23.42307692,0,0,4,0,5.0,0.0,2.0,10.0,5.0,3,2098,419.6
12681.81818,3,17.57,501.33,3,1,4,10,1,1,529,0,81,15,8.860909091,0,769.0909091,961.3636364,2,0,0.0,20642.30769,111.5769231,0,0,7,0,2.0,0.0,0.0,4.0,3.0,0,2194,0.0
22545.45455,3,7.69,773.61,0,3,0,10,0,1,537,4,512,21,14.28,0,725.0,845.8333333,25,0,0.0,47426.61538,31.4,0,0,2,4,6.0,0.0,15.0,38.0,21.0,3,11215,2243.0
7272.727273,3,7.986,247.97,0,0,6,10,0,2,545,0,705,19,23.67272727,0,668.1818182,779.5454545,9,0,0.0,4963.846154,25.15384615,0,0,3,0,7.0,0.0,2.0,11.0,11.0,3,2906,871.8
38181.81818,3,8.349,1090.17,0,1,3,3,2,1,560,4,617,9,15.79090909,0,572.7272727,668.1818182,16,0,0.0,3561.384615,27.78461538,0,0,1,4,3.0,0.0,33.0,27.0,18.0,0,0,0.0
9090.909091,3,9.449,316.1,0,3,0,10,1,2,559,4,335,8,5.061818182,0,763.6363636,890.9090909,9,0,0.0,9768.0,58.69230769,0,0,1,4,7.0,0.0,4.0,11.0,6.0,0,0,0.0
47272.72727,3,9.891,1309.36,1,4,11,7,2,2,560,4,107,30,18.0,1,695.0,810.8333333,15,0,0.0,27034.0,62.24615385,0,0,2,4,8.0,0.0,9.0,19.0,11.0,3,11294,3388.2
20454.54545,5,20.075,638.25,4,0,6,10,0,0,549,0,19,14,26.48181818,2,730.9090909,852.7272727,7,0,0.0,3243.692308,86.1,0,0,6,0,1.0,0.0,12.0,10.0,1.0,4,11955,2391.0
5454.545455,3,10.989,161.32,1,3,12,6,1,0,546,4,17,13,22.63636364,1,670.0,725.8333333,23,0,0.0,16756.15385,77.75384615,0,0,8,4,11.0,0.0,14.0,21.0,11.0,3,1510,151.0
3272.727273,3,13.67,136.08,2,1,8,10,1,1,551,0,502,7,22.05,0,640.9090909,801.1363636,10,0,0.0,1980.0,9.576923077,1,0,1,0,4.0,0.0,7.0,10.0,6.0,3,1169,0.0
28718.18182,3,6.201,811.52,0,3,8,9,1,2,548,0,503,8,23.89,0,883.6363636,1030.909091,17,0,0.0,6679.076923,10.61538462,0,0,3,0,3.0,0.0,12.0,16.0,10.0,3,3942,1182.6
11345.45455,3,8.253,306.04,1,0,0,3,0,1,547,0,2,2,11.84727273,0,609.0909091,659.8484848,18,1,1.0,11759.07692,66.23076923,1,0,3,0,11.0,0.0,9.0,24.0,12.0,1,2296,459.2
31818.18182,3,7.986,1084.87,0,1,0,2,1,2,551,0,260,21,12.15818182,0,790.0,987.5,7,0,0.0,36727.38462,22.89230769,0,0,5,0,3.0,0.0,5.0,6.0,6.0,3,10092,1009.2
6709.090909,3,17.149,286.64,3,3,7,10,1,2,540,0,68,15,5.07,0,780.0,975.0,4,0,0.0,4566.923077,49.61538462,1,0,6,0,3.0,0.0,0.0,6.0,4.0,0,0,0.0
2454.545455,3,8.998,94.26,1,3,10,10,0,0,545,0,20,15,9.23,1,600.0,700.0,7,1,1.0,911.0,15.7,0,0,6,0,3.0,0.0,6.0,21.0,11.0,1,697,209.1
10472.72727,3,5.32,385.47,0,3,13,10,2,0,554,2,301,21,5.5,1,741.8181818,803.6363636,11,0,0.0,16258.30769,37.0,0,0,2,5,3.0,0.0,7.0,15.0,9.0,3,1074,0.0
35000.0,5,29.139,1058.1,5,1,10,1,1,2,559,0,115,8,20.83636364,0,572.7272727,668.1818182,10,0,0.0,65401.15385,85.73076923,0,0,2,2,8.0,0.0,6.0,13.0,7.0,4,15729,3145.8
22909.09091,3,9.891,687.42,1,0,2,6,0,1,549,2,156,18,9.073636364,0,600.0,650.0,16,2,1.0,14338.15385,87.44615385,1,0,7,5,9.0,0.0,4.0,17.0,11.0,0,0,0.0
7240.909091,3,28.468,356.01,5,2,6,10,0,1,553,0,600,4,32.49090909,2,613.6363636,664.7727273,13,0,0.0,9801.923077,70.96923077,1,0,1,2,6.0,0.0,11.0,17.0,11.0,2,3318,331.8
25000.0,3,12.089,818.35,1,3,8,10,1,1,535,4,17,13,25.72727273,0,580.9090909,726.1363636,5,0,0.0,39639.23077,84.64615385,0,0,8,4,2.0,0.0,6.0,10.0,4.0,3,6057,1817.1
1227.272727,3,12.99,50.54,2,3,12,10,0,2,535,5,218,0,16.95454545,2,720.0,780.0,6,3,0.0,3907.384615,88.2,1,0,4,6,3.0,0.0,15.0,7.0,4.0,0,0,0.0
29545.45455,5,12.089,543.44,1,3,9,2,1,1,534,8,136,8,20.56090909,0,722.7272727,782.9545455,10,0,0.0,0.0,0.0,1,0,2,9,0.0,0.0,6.0,8.0,5.0,0,0,0.0
15127.27273,3,9.17,408.06,1,3,10,10,2,0,551,1,720,0,17.00909091,0,618.1818182,721.2121212,15,0,0.0,47537.30769,76.96153846,0,0,4,1,10.0,0.0,9.0,18.0,12.0,3,4968,0.0
26018.18182,5,18.25,608.89,4,3,3,10,2,2,542,0,195,38,27.34363636,0,670.0,725.8333333,10,0,0.0,3232.923077,17.35384615,1,0,9,0,5.0,0.0,5.0,13.0,10.0,0,0,0.0
36000.0,3,8.928,1160.27,1,3,3,2,1,2,579,6,32,21,8.136363636,2,725.4545455,846.3636364,17,0,0.0,8418.461538,28.52307692,0,0,1,7,2.0,0.0,15.0,6.0,3.0,0,0,0.0
4868.181818,3,12.141,201.89,2,3,4,8,0,1,562,0,851,49,17.9,0,609.0909091,710.6060606,13,2,0.0,12774.0,58.6,0,0,11,0,12.0,0.0,3.0,12.0,9.0,3,449,134.7
20227.27273,3,16.78,790.84,2,2,9,10,0,2,523,0,54,28,22.96636364,1,600.0,700.0,8,0,0.0,12559.61538,63.6,1,0,2,0,3.0,0.0,11.0,9.0,4.0,3,5611,1122.2
32727.27273,3,5.852,1084.14,0,3,3,7,0,1,566,0,419,14,13.27636364,0,850.9090909,1063.636364,18,0,0.0,33192.92308,20.6,0,0,3,0,12.0,0.0,5.0,20.0,11.0,0,0,0.0
7386.363636,3,17.568,230.75,3,3,0,10,1,0,525,0,58,17,12.72,0,556.3636364,695.4545455,11,1,1.0,7125.0,42.18461538,1,0,3,25821,8.0,0.0,0.0,19.0,10.0,2,2790,0.0
9090.909091,3,12.59,334.97,2,3,0,10,1,1,551,1,134,8,15.52,0,650.0,758.3333333,6,0,0.0,3866.153846,33.50769231,0,0,7,1,4.0,0.0,4.0,10.0,7.0,1,4795,959.0
16363.63636,5,17.57,503.21,3,2,6,2,2,1,528,2,113,22,4.8,0,576.8181818,721.0227273,7,0,0.0,4064.0,25.96153846,1,0,6,5,7.0,0.0,3.0,14.0,10.0,0,0,0.0
6025.0,3,15.037,204.96,2,2,5,7,1,1,551,4,644,26,5.629090909,0,622.7272727,674.6212121,4,0,0.0,6287.307692,81.3,0,0,2,4,3.0,0.0,1.0,4.0,3.0,2,1842,184.2
4438.636364,3,14.949,184.34,2,2,12,10,0,1,575,0,573,19,25.59272727,0,650.4545455,758.8636364,10,0,0.0,6681.230769,13.01538462,0,0,11,0,3.0,0.0,16.0,6.0,4.0,2,1255,125.5
14727.27273,5,22.941,533.51,4,3,0,10,0,1,564,0,528,22,14.92363636,3,680.0,850.0,9,0,0.0,35556.76923,98.6,0,0,5,0,2.0,0.0,18.0,19.0,4.0,5,8295,829.5
19000.0,3,14.014,637.81,2,1,4,10,0,2,567,0,286,16,22.75636364,0,622.7272727,674.6212121,6,1,1.0,9939.692308,65.90769231,0,0,5,0,3.0,0.0,16.0,5.0,2.0,0,8885,2665.5
35454.54545,3,15.389,1025.19,2,3,2,10,0,2,553,0,230,2,15.86,0,609.0909091,761.3636364,11,0,0.0,31738.0,81.92307692,0,0,11,0,5.0,0.0,1.0,12.0,5.0,3,3731,0.0
27272.72727,5,21.967,794.32,3,5,13,10,1,1,527,4,195,38,18.77,0,769.0909091,833.1818182,16,0,0.0,35383.84615,102.2,1,0,1,21261,13.0,0.0,8.0,17.0,10.0,0,0,0.0
5318.181818,3,13.35,220.11,2,3,4,2,1,1,537,10,526,20,24.13636364,0,556.3636364,649.0909091,6,0,0.0,5687.307692,72.5,0,0,11,11,2.0,0.0,11.0,4.0,4.0,1,1884,565.2
21454.54545,5,21.99,651.68,4,2,6,9,0,1,541,0,249,36,19.60909091,0,796.3636364,862.7272727,8,0,0.0,13187.0,61.3,0,0,9,0,3.0,0.0,9.0,11.0,6.0,0,5368,1610.4
4909.090909,3,5.32,180.69,0,3,0,8,0,0,573,2,290,18,7.57,0,815.0,950.8333333,9,0,0.0,3156.0,5.815384615,0,0,8,5,3.0,0.0,2.0,13.0,11.0,2,1985,595.5
10000.0,3,14.661,353.01,3,3,4,5,0,0,554,0,590,8,23.57,0,613.6363636,715.9090909,12,2,1.0,7934.769231,58.84615385,1,0,11,2,10.0,0.0,6.0,13.0,5.0,3,543,0.0
19854.54545,3,5.32,505.93,0,2,0,2,1,1,555,0,443,22,4.4,1,741.8181818,803.6363636,7,1,1.0,18387.69231,54.6,0,0,11,0,2.0,1.0,8.0,15.0,6.0,0,0,0.0
35454.54545,3,11.44,988.43,1,3,0,7,0,1,562,2,63,14,24.27272727,1,690.0,862.5,18,0,0.0,84634.0,85.15384615,1,0,2,5,10.0,0.0,3.0,16.0,9.0,3,4043,1212.9
28000.0,3,6.49,858.05,0,4,11,5,0,0,553,0,391,0,9.463636364,0,700.0,816.6666667,19,0,0.0,26802.46154,17.63076923,0,0,10,0,7.0,0.0,17.0,18.0,13.0,3,8686,868.6
12000.0,3,11.67,396.69,1,3,2,5,2,2,535,0,83,15,6.501818182,0,695.0,868.75,10,0,0.0,9413.538462,40.89230769,1,0,2,0,4.0,0.0,2.0,20.0,13.0,1,4369,1310.7
10045.45455,3,23.99,333.44,4,3,11,6,1,2,564,9,599,13,23.82545455,0,741.8181818,865.4545455,9,0,0.0,12237.69231,78.46153846,1,0,4,10,7.0,0.0,1.0,10.0,4.0,0,0,0.0
13090.90909,3,17.38,560.94,2,3,5,9,1,0,519,0,160,4,13.7,0,725.4545455,846.3636364,13,0,0.0,11777.30769,69.56923077,0,0,6,43940,10.0,0.0,8.0,25.0,16.0,2,4944,0.0
15000.0,5,15.813,377.41,3,5,3,8,1,1,545,0,72,10,12.71454545,0,700.0,875.0,8,0,0.0,16908.76923,42.7,0,0,4,0,5.0,0.0,3.0,9.0,7.0,2,5955,595.5
7977.272727,3,8.244,310.78,1,2,5,10,2,1,554,4,52,19,10.22,0,685.0,742.0833333,4,0,0.0,12094.0,82.3,0,0,4,4,4.0,0.0,3.0,11.0,7.0,3,3911,782.2
16363.63636,3,15.389,683.46,2,0,3,0,1,2,546,2,362,35,17.22545455,2,720.0,780.0,15,0,0.0,14646.92308,79.3,0,0,4,5,7.0,0.0,19.0,15.0,9.0,0,0,0.0
15000.0,3,15.389,512.6,2,3,9,4,0,0,552,4,235,8,11.64272727,0,665.0,720.4166667,18,0,0.0,14242.0,37.2,0,0,6,2,10.0,0.0,7.0,41.0,23.0,3,6865,1373.0
13718.18182,3,14.99,435.86,2,1,0,8,1,1,534,0,126,38,20.60727273,0,730.9090909,913.6363636,8,0,0.0,4122.0,56.76923077,0,0,11,0,5.0,0.0,6.0,7.0,5.0,0,0,0.0
41363.63636,3,30.89,1502.92,6,2,5,0,1,2,573,0,588,4,23.48,2,675.0,787.5,18,0,0.0,17918.07692,97.78461538,1,0,9,0,5.0,0.0,21.0,15.0,6.0,0,0,0.0
14181.81818,3,12.591,410.08,2,4,13,10,1,1,566,0,32,21,12.35454545,0,695.0,868.75,14,1,1.0,11568.92308,31.03846154,0,0,2,0,10.0,0.0,4.0,18.0,12.0,0,0,0.0
7120.454545,3,14.08,206.16,2,3,2,8,0,1,575,0,644,26,19.33363636,0,763.6363636,890.9090909,9,0,0.0,12802.0,52.96153846,0,0,6,0,5.0,0.0,7.0,6.0,3.0,0,0,0.0
5454.545455,3,10.923,161.18,1,4,0,7,0,2,574,0,673,40,16.08,0,627.2727273,731.8181818,10,1,1.0,6920.769231,31.23076923,0,0,8,0,7.0,0.0,4.0,10.0,5.0,3,1221,0.0
4363.636364,3,12.639,158.27,1,3,8,2,1,0,567,4,386,19,20.32363636,0,650.0,758.3333333,17,0,0.0,13739.0,61.5,0,0,10,4,5.0,0.0,13.0,8.0,4.0,0,840,0.0
